timestamp,vibration_rms,bearing_temp,motor_current,load_pct,run_state,post_repair_grade,hours_to_failure
2026-07-11 17:00:00,2.368,47.61,30.26,64.7,1,A,90.3
2026-07-11 18:00:00,2.374,48.48,29.72,63.7,1,A,89.3
2026-07-11 19:00:00,2.477,47.66,29.88,64.0,1,A,88.3
2026-07-11 20:00:00,2.454,48.18,31.01,65.5,1,A,87.3
2026-07-11 21:00:00,2.495,48.69,31.89,68.1,1,A,86.3
2026-07-11 22:00:00,2.272,49.21,30.7,67.6,1,A,85.3
2026-07-11 23:00:00,2.578,47.83,30.86,70.1,1,A,84.3
2026-07-12 00:00:00,2.404,48.78,31.33,68.8,1,A,83.3
2026-07-12 01:00:00,2.435,47.89,32.21,74.6,1,A,82.3
2026-07-12 02:00:00,2.6,49.46,32.33,75.1,1,A,81.3
2026-07-12 03:00:00,2.642,49.73,32.74,79.2,1,A,80.3
2026-07-12 04:00:00,2.642,49.86,32.77,78.6,1,A,79.3
2026-07-12 05:00:00,2.642,49.59,33.67,80.8,1,A,78.3
2026-07-12 06:00:00,2.513,48.56,31.56,76.0,1,A,77.3
2026-07-12 07:00:00,2.715,49.37,33.0,78.4,1,A,76.3
2026-07-12 08:00:00,2.805,49.73,33.97,81.1,1,A,75.3
2026-07-12 09:00:00,2.603,49.23,32.26,77.8,1,A,74.3
2026-07-12 10:00:00,2.608,49.67,32.9,74.2,1,A,73.3
2026-07-12 11:00:00,2.644,48.54,31.89,71.3,1,A,72.3
2026-07-12 12:00:00,2.481,49.59,31.54,71.7,1,A,71.3
2026-07-12 13:00:00,2.518,48.59,31.45,68.9,1,A,70.3
2026-07-12 14:00:00,2.626,49.03,31.6,67.6,1,A,69.3
2026-07-12 15:00:00,2.468,49.25,30.59,65.7,1,A,68.3
2026-07-12 16:00:00,2.647,48.81,31.17,67.3,1,A,67.3
2026-07-12 17:00:00,2.803,49.01,31.27,68.2,1,A,66.3
2026-07-12 18:00:00,2.556,49.01,30.84,66.2,1,A,65.3
2026-07-12 19:00:00,2.552,47.98,29.8,64.9,1,A,64.3
2026-07-12 20:00:00,2.568,48.49,31.05,62.8,1,A,63.3
2026-07-12 21:00:00,2.606,49.29,31.15,68.6,1,A,62.3
2026-07-12 22:00:00,2.695,49.37,30.99,67.4,1,A,61.3
2026-07-12 23:00:00,2.655,49.46,33.01,72.1,1,A,60.3
2026-07-13 00:00:00,2.876,49.56,32.28,72.4,1,A,59.3
2026-07-13 01:00:00,2.776,49.27,32.5,74.0,1,A,58.3
2026-07-13 02:00:00,0.37,33.43,3.11,74.3,0,A,57.3
2026-07-13 03:00:00,0.364,32.88,3.28,77.1,0,A,56.3
2026-07-13 04:00:00,2.81,48.86,32.0,75.3,1,A,55.3
2026-07-13 05:00:00,3.005,50.09,33.3,82.5,1,A,54.3
2026-07-13 06:00:00,2.8,51.02,32.58,74.1,1,A,53.3
2026-07-13 07:00:00,2.945,49.42,33.12,78.6,1,A,52.3
2026-07-13 08:00:00,2.918,50.67,33.48,79.1,1,A,51.3
2026-07-13 09:00:00,2.879,50.74,33.98,79.0,1,A,50.3
2026-07-13 10:00:00,2.814,50.59,32.37,74.1,1,A,49.3
2026-07-13 11:00:00,2.894,50.9,33.02,76.9,1,A,48.3
2026-07-13 12:00:00,3.012,49.67,31.82,72.5,1,A,47.3
2026-07-13 13:00:00,2.892,48.82,31.83,69.0,1,A,46.3
2026-07-13 14:00:00,2.933,48.26,30.89,66.9,1,A,45.3
2026-07-13 15:00:00,2.738,49.3,30.44,63.0,1,A,44.3
2026-07-13 16:00:00,2.821,49.43,30.4,64.6,1,A,43.3
2026-07-13 17:00:00,2.91,49.64,31.24,65.7,1,A,42.3
2026-07-13 18:00:00,3.017,49.34,30.71,64.6,1,A,41.3
2026-07-13 19:00:00,2.76,48.65,30.16,62.8,1,A,40.3
2026-07-13 20:00:00,2.906,49.49,30.61,64.9,1,A,39.3
2026-07-13 21:00:00,2.988,49.67,31.25,68.1,1,A,38.3
2026-07-13 22:00:00,2.965,49.13,31.66,69.1,1,A,37.3
2026-07-13 23:00:00,2.905,50.09,31.36,70.5,1,A,36.3
2026-07-14 00:00:00,3.138,50.23,32.86,74.7,1,A,35.3
2026-07-14 01:00:00,2.891,49.81,31.32,69.3,1,A,34.3
2026-07-14 02:00:00,3.252,50.05,32.9,77.4,1,A,33.3
2026-07-14 03:00:00,3.24,50.11,33.47,78.1,1,A,32.3
2026-07-14 04:00:00,3.042,50.46,34.01,82.6,1,A,31.3
2026-07-14 05:00:00,3.203,50.94,32.78,78.7,1,A,30.3
2026-07-14 06:00:00,3.131,51.67,33.68,81.0,1,A,29.3
2026-07-14 07:00:00,3.2,51.24,33.65,78.5,1,A,28.3
2026-07-14 08:00:00,3.175,50.13,33.06,75.6,1,A,27.3
2026-07-14 09:00:00,3.169,50.22,32.33,74.8,1,A,26.3
2026-07-14 10:00:00,3.195,50.55,33.9,77.4,1,A,25.3
2026-07-14 11:00:00,3.137,50.68,32.32,73.2,1,A,24.3
2026-07-14 12:00:00,3.232,50.64,33.13,72.9,1,A,23.3
2026-07-14 13:00:00,3.078,51.41,32.77,67.8,1,A,22.3
2026-07-14 14:00:00,3.167,50.56,31.6,67.2,1,A,21.3
2026-07-14 15:00:00,3.276,51.08,31.79,66.0,1,A,20.3
2026-07-14 16:00:00,3.433,51.67,31.03,62.1,1,A,19.3
2026-07-14 17:00:00,3.442,51.24,30.63,63.6,1,A,18.3
2026-07-14 18:00:00,3.49,52.08,31.47,64.3,1,A,17.3
2026-07-14 19:00:00,3.53,51.88,32.34,67.6,1,A,16.3
2026-07-14 20:00:00,3.64,52.02,31.39,63.3,1,A,15.3
2026-07-14 21:00:00,3.678,51.1,31.4,63.0,1,A,14.3
2026-07-14 22:00:00,3.66,51.3,32.69,67.8,1,A,13.3
2026-07-14 23:00:00,3.662,52.75,32.88,68.9,1,A,12.3
2026-07-15 00:00:00,3.84,53.07,33.3,70.6,1,A,11.3
2026-07-15 01:00:00,4.137,53.68,34.66,78.8,1,A,10.3
2026-07-15 02:00:00,4.197,54.18,34.39,77.6,1,A,9.3
2026-07-15 03:00:00,4.157,54.05,35.13,76.8,1,A,8.3
2026-07-15 04:00:00,4.234,54.08,34.73,78.0,1,A,7.3
2026-07-15 05:00:00,4.19,53.96,35.25,81.6,1,A,6.3
2026-07-15 06:00:00,4.276,53.58,34.44,75.4,1,A,5.3
2026-07-15 07:00:00,4.471,54.22,35.77,82.0,1,A,4.3
2026-07-15 08:00:00,4.46,54.37,35.93,81.0,1,A,3.3
2026-07-15 09:00:00,4.602,54.68,35.38,77.2,1,A,2.3
2026-07-15 10:00:00,4.568,54.49,34.11,73.9,1,A,1.3
2026-07-15 11:00:00,4.647,54.34,33.73,70.9,1,A,0.3
2026-07-15 12:00:00,1.957,47.23,30.92,71.8,1,A,
2026-07-15 13:00:00,2.022,46.84,30.7,71.5,1,A,
2026-07-15 14:00:00,1.869,45.49,30.59,68.6,1,A,
2026-07-15 15:00:00,2.05,47.12,30.45,68.7,1,A,
2026-07-15 16:00:00,1.861,46.87,30.1,64.3,1,A,
2026-07-15 17:00:00,1.99,46.72,30.1,66.5,1,A,
2026-07-15 18:00:00,1.952,45.92,29.24,65.5,1,A,
2026-07-15 19:00:00,2.066,46.32,30.15,67.6,1,A,
2026-07-15 20:00:00,1.911,45.9,29.85,62.9,1,A,
2026-07-15 21:00:00,1.963,45.92,30.11,68.1,1,A,
2026-07-15 22:00:00,1.833,46.17,30.22,66.5,1,A,
2026-07-15 23:00:00,1.949,46.8,31.0,72.0,1,A,
2026-07-16 00:00:00,2.033,46.95,31.25,74.6,1,A,
2026-07-16 01:00:00,2.057,46.57,31.11,72.9,1,A,
2026-07-16 02:00:00,1.997,46.18,31.03,76.5,1,A,
2026-07-16 03:00:00,1.905,47.28,32.44,77.7,1,A,
2026-07-16 04:00:00,2.057,47.6,32.34,76.7,1,A,
2026-07-16 05:00:00,2.102,47.28,32.26,79.1,1,A,
2026-07-16 06:00:00,2.171,47.61,33.76,86.4,1,A,
2026-07-16 07:00:00,2.147,46.51,32.5,79.8,1,A,
2026-07-16 08:00:00,2.035,47.39,31.28,77.0,1,A,
2026-07-16 09:00:00,2.012,47.34,31.75,76.8,1,A,
2026-07-16 10:00:00,2.019,46.67,30.98,72.2,1,A,
2026-07-16 11:00:00,2.092,47.48,31.42,76.0,1,A,
2026-07-16 12:00:00,1.935,46.28,29.85,67.0,1,A,
2026-07-16 13:00:00,1.917,46.82,30.9,72.0,1,A,
2026-07-16 14:00:00,1.957,45.81,30.11,67.7,1,A,
2026-07-16 15:00:00,1.887,46.43,29.86,64.2,1,A,
2026-07-16 16:00:00,1.953,45.99,30.17,67.9,1,A,
2026-07-16 17:00:00,1.947,45.86,29.29,63.1,1,A,
2026-07-16 18:00:00,1.95,46.26,29.02,64.0,1,A,
2026-07-16 19:00:00,1.991,46.22,29.86,64.1,1,A,
2026-07-16 20:00:00,1.975,44.69,29.11,65.7,1,A,
2026-07-16 21:00:00,2.063,46.09,30.79,67.2,1,A,
2026-07-16 22:00:00,1.906,46.3,30.13,68.0,1,A,
2026-07-16 23:00:00,1.969,46.16,29.96,67.2,1,A,
